"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","group1_n","group2_n","detection_category","RT_flag","MSMS_flag","annotation_flag"
1619,0.693,193.07088,"Unknown","[M+H]+","ion correlated with 697; ion correlated with 695; ion correlated with 2232",0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.91,4559,2419,2586,0,0,2897,0,0,37722,26095,0,0,0,2175730,1693927,2994488,0,0,0,0,0,0,51185,0,62724,0,0,0,"F1619_mz193.0709_rt0.69",3188,2994488,939.005644402634,TRUE,8,0,2,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
1624,2.847,193.12251,"Unknown","[M+H]+","ion correlated with 3538",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3.66,0,2938,2941,0,4040,1723,931,2481,2476,0,3040,2984,2860,125952,37119,13037,0,0,0,2132,4650,1726,0,1574,952,1560,2757,4906,"F1624_mz193.1225_rt2.85",1959.66666666667,125952,64.2398843930636,TRUE,19,0,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1647,0.77,194.1179,"Unknown","[M+H]+",NA,0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",16.45,11351,21148,34239,0,265352,253942,221723,41625,14858,4125,61825,27429,36274,0,0,0,0,0,0,30349,14346,0,0,0,0,225369,222828,338541,"F1647_mz194.1179_rt0.77",22246,338541,15.2174225738302,TRUE,14,0,3,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
1671,0.445,195.95918,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",267.02,6626,3269,0,0,871136,748701,788715,21676,25146,28506,7032,0,9505,63731,68186,106406,32269,0,0,10761,13806,29353,0,0,0,981601,983850,1080118,"F1671_mz195.9592_rt0.44",3298.33333333333,1080118,327.374924227117,TRUE,18,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1682,0.429,196.8781,"Unknown","[M+H]+","similar chromatogram in higher mz_3665",0.536,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1801.35,0,0,0,0,122071,64853,48603,943564,1192925,1013987,891918,316934,292791,175741,77534,104466,0,34473,0,180662,574210,646162,0,0,0,1010894,949572,353869,"F1682_mz196.8781_rt0.43",0,1192925,1192926,TRUE,19,1,3,"Fungal control-associated detection","Very early RT","MS/MS available","Unknown"
1687,1.012,197.0811,"Unknown","[M+H]+","ion correlated with 4687; similar chromatogram in higher mz_2036",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",112.9,31453,22829,17740,0,20088,18838,19650,11237,0,0,5033,40134,32385,790496,387839,1748402,10501,6905,2722,18860,0,12321,23337,3952,24348,20362,18384,20968,"F1687_mz197.0811_rt1.01",24007.3333333333,1748402,72.8248385977091,TRUE,21,3,1,"Fungal in-associated detection","RT >= 1 min","MS/MS available","Unknown"
1693,3.544,197.13268,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 2014; ion correlated with 2157; ion correlated with 376; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1521; ion correlated with 1546; ion correlated with 1893; ion correlated with 1991; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 956; ion correlated with 4251; ion correlated with 397; ion correlated with 597; ion correlated with 1019; ion correlated with 1349; ion correlated with 1752; ion correlated with 2317; ion correlated with 3098; ion correlated with 3118; ion correlated with 3906; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 4188; ion correlated with 3942; ion correlated with 4987; ion correlated with 3963; found in higher mz's MsMs_3318; found in higher mz's MsMs_2474; found in higher mz's MsMs_2448; found in higher mz's MsMs_3083; found in higher mz's MsMs_3504",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.33,1597,1762,0,0,0,0,0,2459,0,2180,0,1810,3326,67265,62879,113048,2720,0,0,0,1766,0,0,0,1714,0,0,1850,"F1693_mz197.1327_rt3.54",1119.66666666667,113048,100.876561570494,TRUE,11,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1694,2.077,197.133,"Unknown","[M+H]+","ion correlated with 2751; ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1497; ion correlated with 1629; ion correlated with 1658; ion correlated with 2022; ion correlated with 797; ion correlated with 1838; ion correlated with 2911; ion correlated with 420; ion correlated with 628; ion correlated with 995; ion correlated with 1351; ion correlated with 1570; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 2318; ion correlated with 2447; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 2500; ion correlated with 2562; ion correlated with 2394; ion correlated with 56; ion correlated with 1140; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3907; ion correlated with 3941; ion correlated with 5039; ion correlated with 2347; ion correlated with 3777; ion correlated with 3997; found in higher mz's MsMs_3323; found in higher mz's MsMs_3703; found in higher mz's MsMs_2674; found in higher mz's MsMs_3079; found in higher mz's MsMs_5004; found in higher mz's MsMs_3851",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",43.26,1949,3213,1286,0,0,0,0,3486,3976,4111,8921,1846,5258,293971,191335,283114,1705,0,0,1812,3964,2120,0,2247,1683,0,0,1814,"F1694_mz197.133_rt2.08",2149.33333333333,293971,136.709967446907,TRUE,16,1,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1707,0.427,198.86711,"Unknown","[M+H]+","ion correlated with 2819",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1264.03,0,0,0,0,7024,8583,0,111510,127794,131462,113725,40812,28376,31438,0,0,0,0,0,16390,47258,68919,0,0,0,85381,97196,44017,"F1707_mz198.8671_rt0.43",0,131462,131463,TRUE,15,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1720,0.702,199.62325,"Unknown","[M+H]+","ion correlated with 4437; similar chromatogram in higher mz_4026; similar chromatogram in higher mz_4951",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1981.59,0,0,0,0,0,0,0,132444,98542,159958,16528,0,0,0,0,0,0,0,0,99043,94090,105645,0,18536,0,0,0,0,"F1720_mz199.6233_rt0.7",0,159958,159959,TRUE,8,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1731,0.776,200.12848,"Unknown","[M+H]+","similar chromatogram in higher mz_4612; similar chromatogram in higher mz_4256",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",66.94,16660,7280,3334,0,3554,6747,6493,68003,29273,12620,11958,8911,12444,274325,116915,519081,0,14108,0,0,16684,17352,0,0,0,0,6020,3229,"F1731_mz200.1285_rt0.78",9091.33333333333,519081,57.0900758881109,TRUE,17,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1746,0.494,201.0874,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",14.22,0,0,2869,0,9082,0,3054,147325,125654,140797,110430,137785,32986,24279,108804,82108,0,44090,0,84692,134991,60931,0,0,0,0,14085,3242,"F1746_mz201.0874_rt0.49",956.333333333333,147325,153.892061281337,TRUE,17,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1759,0.416,202.03017,"Unknown","[M+H]+","ion correlated with 1230",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",66.59,0,0,0,0,0,0,0,0,20205,11846,0,90081,67161,224675,166382,346292,8387,0,0,26338,14561,15062,10887,32814,60521,0,0,0,"F1759_mz202.0302_rt0.42",0,346292,346293,TRUE,14,1,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1766,0.489,202.10815,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",43.43,11060,14997,13086,0,13320,7988,9996,115446,52199,35313,109167,144435,125073,0,45422,24900,34646,0,0,0,43175,88765,0,12178,0,7932,11888,17760,"F1766_mz202.1081_rt0.49",13047.6666666667,144435,11.069023655035,TRUE,18,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1773,0.724,202.62935,"Unknown","[M+H]+","similar chromatogram in higher mz_2399; similar chromatogram in higher mz_4071",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1216.53,0,0,0,0,0,0,0,123734,152437,41920,63188,37088,28170,0,0,0,0,0,0,0,61930,52377,0,0,0,0,0,0,"F1773_mz202.6293_rt0.72",0,152437,152438,TRUE,8,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1782,0.855,203.10301,"Unknown","[M+H]+","ion correlated with 3332; ion correlated with 1358",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",410.08,9479,0,0,0,0,0,0,59330,52484,60390,281451,510259,554595,0,0,0,0,26714,0,0,70689,34543,0,0,0,0,3032,0,"F1782_mz203.103_rt0.86",3159.66666666667,554595,175.468044716305,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1788,0.559,203.15057,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",27.65,5020,0,0,0,0,0,0,178022,237244,173467,50308,0,0,244821,92933,118879,0,0,37340,97682,217912,160684,49632,0,0,0,0,0,"F1788_mz203.1506_rt0.56",1673.33333333333,244821,146.220585307585,TRUE,12,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1799,0.668,204.12357,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",229.44,28181,7369,13356,0,16960,13129,7440,53499,0,20850,1156813,271039,114915,0,0,0,0,0,48096,0,33021,23770,0,0,0,8103,4230,6494,"F1799_mz204.1236_rt0.67",16302,1156813,70.9571244556217,TRUE,14,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1800,0.78,204.13466,"Unknown","[M+H]+","ion correlated with 3621",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",172.34,0,2090,2196,0,0,2193,0,150003,167738,145793,462876,375288,308789,37017,0,20185,0,39478,0,46098,122474,118166,0,0,0,0,0,0,"F1800_mz204.1347_rt0.78",1428.66666666667,462876,323.765679645605,TRUE,13,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1816,3.929,205.1953,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",5.24,0,0,0,0,0,0,0,0,0,0,91439,15489,12889,122618,73543,75480,10121,610,5128,3251,2336,2511,17720,10414,3975,0,0,0,"F1816_mz205.1953_rt3.93",0,122618,122619,TRUE,15,3,0,"Fungal in-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1821,0.991,206.04535,"Unknown","[M+H]+","found in higher mz's MsMs_3243",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",49.07,0,0,0,0,0,0,0,62229,14710,9852,80644,170871,195621,216444,234286,223381,6478,0,0,0,0,0,0,35299,13357,0,0,0,"F1821_mz206.0454_rt0.99",0,234286,234287,TRUE,12,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1827,0.718,206.15227,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",41.35,0,0,0,0,0,0,0,60015,16250,57667,179915,133567,208251,0,0,0,0,32059,0,25606,77949,43108,0,0,0,0,0,0,"F1827_mz206.1523_rt0.72",0,208251,208252,TRUE,10,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1833,5.743,207.10181,"Unknown","[M+H]+","ion correlated with 3933; ion correlated with 4561; ion correlated with 4383; ion correlated with 4475; ion correlated with 4295; ion correlated with 4377",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",21.43,0,0,0,0,1327,0,0,0,1408,2014,0,0,0,198886,51893,167548,0,0,0,0,0,0,45038,10706,13318,0,0,0,"F1833_mz207.1018_rt5.74",0,198886,198887,TRUE,9,0,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1842,0.445,207.98599,"Unknown","[M+H]+",NA,0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",68.58,0,5874,5520,0,246819,271744,267927,153930,153274,45047,127298,14538,0,151096,178083,202184,0,0,0,0,24738,19320,17089,0,0,209998,178058,220519,"F1842_mz207.986_rt0.44",3798,271744,71.5306659647276,TRUE,17,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1847,0.639,208.06421,"Unknown","[M+H]+","similar chromatogram in higher mz_3534",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",31.78,0,0,0,0,0,0,0,552445,471810,299275,226210,42375,8195,355710,225851,448751,0,24268,0,290193,442240,485401,0,0,0,0,0,0,"F1847_mz208.0642_rt0.64",0,552445,552446,TRUE,13,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1856,0.782,208.18127,"Unknown","[M+H]+","ion correlated with 1548; ion correlated with 2182",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",38.1,0,0,0,0,0,0,0,114675,243863,214869,28213,0,0,0,0,0,0,10022,0,38259,144864,279551,0,0,0,0,0,0,"F1856_mz208.1813_rt0.78",0,279551,279552,TRUE,8,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1869,1.056,209.15376,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",51.26,26451,8128,10669,0,6839,11388,8668,6834,0,10255,0,13987,15444,513732,330075,491664,0,0,5716,196236,0,255309,6442,11825,4978,6895,5166,8434,"F1869_mz209.1538_rt1.06",15082.6666666667,513732,34.0588937261055,TRUE,19,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1875,0.68,209.96451,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",60.67,35935,4267,0,0,0,4156,0,0,37582,0,0,0,7134,52246,94464,0,87003,116703,124439,0,0,0,336463,267684,226488,0,0,4346,"F1875_mz209.9645_rt0.68",13400.6666666667,336463,25.1061310782241,TRUE,12,3,1,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
1878,0.498,210.07997,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",31.68,0,0,2020,0,8009,0,4080,96979,100437,101988,52251,38716,103246,0,0,0,0,45484,0,119223,80006,70186,0,0,0,79631,194125,58377,"F1878_mz210.08_rt0.5",673.333333333333,194125,287.878398418191,TRUE,15,1,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1893,3.544,211.14825,"Unknown","[M+H]+","ion correlated with 1041; ion correlated with 779; ion correlated with 2014; ion correlated with 2157; ion correlated with 3115; ion correlated with 3702; ion correlated with 376; ion correlated with 741; ion correlated with 1141; ion correlated with 1166; ion correlated with 1379; ion correlated with 1521; ion correlated with 1546; ion correlated with 1693; ion correlated with 1991; ion correlated with 2293; ion correlated with 2563; ion correlated with 3959; ion correlated with 3318; ion correlated with 3338; ion correlated with 956; ion correlated with 397; ion correlated with 597; ion correlated with 625; ion correlated with 1019; ion correlated with 1190; ion correlated with 1257; ion correlated with 1349; ion correlated with 1630; ion correlated with 1752; ion correlated with 2317; ion correlated with 2448; ion correlated with 2474; ion correlated with 2676; ion correlated with 2746; ion correlated with 2954; ion correlated with 3083; ion correlated with 3098; ion correlated with 3118; ion correlated with 3504; ion correlated with 3745; ion correlated with 5005; ion correlated with 5013; ion correlated with 5038; ion correlated with 5047; ion correlated with 4092; ion correlated with 3515; ion correlated with 4188; ion correlated with 3942; ion correlated with 4987; found in higher mz's MsMs_2474; found in higher mz's MsMs_3083; found in higher mz's MsMs_3504",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",33.74,0,0,1328,0,0,0,0,2678,2639,2064,4255,2726,1574,78041,80001,195171,0,0,0,0,0,1809,0,0,0,0,0,0,"F1893_mz211.1482_rt3.54",442.666666666667,195171,439.906836964688,TRUE,10,0,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1896,1.169,211.16957,"Unknown","[M+H]+","ion correlated with 986; ion correlated with 3305; ion correlated with 2871; ion correlated with 4726; ion correlated with 3816; ion correlated with 4516; ion correlated with 2872",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",120.82,20071,14227,11231,0,7945,6216,4780,1999,8040,7303,0,0,12001,560098,412240,1104522,0,0,0,8346,4650,2705,13840,6835,3558,7018,11948,8063,"F1896_mz211.1696_rt1.17",15176.3333333333,1104522,72.7745102345603,TRUE,19,0,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
1897,0.465,211.55269,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2008.25,0,0,0,0,0,0,0,0,0,0,156319,100225,194365,0,0,0,25528,51204,0,57954,0,0,45229,21332,21100,0,0,0,"F1897_mz211.5527_rt0.47",0,194365,194366,TRUE,9,2,0,"Fungal in-associated detection","Very early RT","No MS/MS assignment","Unknown"
1901,0.477,212.11314,"Unknown","[M+H]+","ion correlated with 1657; ion correlated with 1621; ion correlated with 1879; ion correlated with 1942",0.321,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",705.28,0,1127,0,0,4253,0,0,176822,0,0,92405,0,0,8000460,6044048,6230238,537982,322084,231974,239299,55955,205470,2916016,1768114,1648233,9247,6443,0,"F1901_mz212.1131_rt0.48",375.666666666667,8000460,21240.1619469027,TRUE,17,3,1,"Fungal in-associated detection","Very early RT","MS/MS available","Unknown"
1902,0.589,212.11325,"Unknown","[M+H]+","ion correlated with 1506; ion correlated with 4170; ion correlated with 2201",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",75.93,0,6534,3988,0,3423,3554,4992,237324,71148,0,38967,0,23990,809948,566404,800251,0,37046,0,0,41323,66024,47943,64699,102085,9895,3218,5276,"F1902_mz212.1132_rt0.59",3507.33333333333,809948,230.86432304038,TRUE,19,1,2,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1906,0.43,212.85202,"Unknown","[M+H]+",NA,0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",9298.76,0,0,0,0,36185,22270,17795,577660,780056,634925,380243,81884,86597,1533346,689521,1557992,0,0,0,56941,295117,343530,0,0,0,541466,360178,144962,"F1906_mz212.852_rt0.43",0,1557992,1557993,TRUE,18,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1910,0.966,213.07605,"Unknown","[M+H]+","similar chromatogram in higher mz_4414; found in higher mz's MsMs_4414",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",54.87,0,10254,5922,0,7077,8290,8098,15935,0,0,9770,14845,8954,238722,148619,459426,248254,242554,214916,120307,30935,24828,0,1989,9623,7509,10430,5016,"F1910_mz213.0761_rt0.97",5392,459426,85.1895049137771,TRUE,21,3,1,"Fungal in-associated detection","Early RT","No MS/MS assignment","Unknown"
1912,0.743,213.08736,"Unknown","[M+H]+","ion correlated with 2115",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",81.53,0,0,0,0,0,0,0,209991,180853,161951,124377,104443,116488,0,0,0,0,29390,0,74230,111786,118694,0,14865,0,0,0,0,"F1912_mz213.0874_rt0.74",0,209991,209992,TRUE,11,1,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1918,2.667,213.14876,"Unknown","[M+H]+","ion correlated with 3516; ion correlated with 2781; ion correlated with 3077",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",42.12,2374,2066,0,0,1554,0,0,0,2727,0,2637,0,1653,839179,529699,803020,7372,2595,0,0,0,0,3802,8448,10851,1884,1880,1354,"F1918_mz213.1488_rt2.67",1480,839179,566.630654962863,TRUE,15,2,1,"Fungal in-associated detection","RT >= 1 min","MS/MS available","Unknown"
1922,0.85,213.20761,"Unknown","[M+H]+","ion correlated with 2352",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2926.73,0,0,0,0,0,0,0,77199,65384,146337,0,0,0,0,0,0,0,0,0,0,24498,13712,0,0,0,2526,0,0,"F1922_mz213.2076_rt0.85",0,146337,146338,TRUE,6,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1926,0.463,214.05939,"Unknown","[M+H]+","ion correlated with 3508; ion correlated with 1822; ion correlated with 694; ion correlated with 2556",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",95.11,0,2607,1936,0,13475,10018,8472,34558,41163,0,27372,0,0,590859,799342,830826,0,0,0,0,137999,0,29592,132898,12484,8448,13571,12974,"F1926_mz214.0594_rt0.46",1514.33333333333,830826,548.280026396832,TRUE,16,0,2,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1934,0.435,214.85022,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2845.74,0,0,0,0,10520,4337,0,92737,122652,78060,74171,8926,0,321233,113436,293333,0,0,0,0,34056,40226,0,0,0,93853,69960,31787,"F1934_mz214.8502_rt0.44",0,321233,321234,TRUE,15,0,3,"Fungal control-associated detection","Very early RT","No MS/MS assignment","Unknown"
1969,0.677,216.12349,"Unknown","[M+H]+","found in higher mz's MsMs_2813",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",55.04,35322,30852,19666,0,7291,14844,13935,328721,153392,106775,134902,283303,155257,33844,0,0,0,0,0,0,33314,92048,23129,0,0,13436,0,16460,"F1969_mz216.1235_rt0.68",28613.3333333333,328721,11.4880188250644,TRUE,15,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1970,0.757,216.1236,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",24.16,29578,22795,21627,0,19104,14647,14496,328721,153392,6218,73980,66948,125055,204051,74384,133138,0,0,0,39929,54122,92048,15624,0,0,16231,20350,23910,"F1970_mz216.1236_rt0.76",24666.6666666667,328721,13.3260273232166,TRUE,19,0,3,"Fungal control-associated detection","Early RT","No MS/MS assignment","Unknown"
1977,0.48,217.0686,"Unknown","[M+H]+","ion correlated with 1657; ion correlated with 1901",0.536,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",129.63,0,7335,2804,0,5720,179135,0,1232435,610994,936338,524605,507176,593488,4240218,3798668,3800981,0,127909,0,197843,379016,463926,2746812,1272381,1193112,254749,332878,179190,"F1977_mz217.0686_rt0.48",3379.66666666667,4240218,1254.25527509367,TRUE,21,1,3,"Fungal control-associated detection","Very early RT","MS/MS available","Unknown"
1978,0.622,217.06862,"Unknown","[M+H]+",NA,0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",77.88,0,0,0,0,0,0,0,378278,190076,136732,40780,103442,143178,957773,561536,665102,0,0,8267,0,65595,108230,524234,640341,950321,0,0,0,"F1978_mz217.0686_rt0.62",0,957773,957774,TRUE,15,1,3,"Fungal control-associated detection","Early RT","MS/MS available","Unknown"
2021,1.207,219.17487,"Unknown","[M+H]+","ion correlated with 2799; ion correlated with 2619; ion correlated with 2102; ion correlated with 1003; ion correlated with 1754; ion correlated with 1272; ion correlated with 1996; similar chromatogram in higher mz_4583",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",96.12,0,0,1736,0,2034,1494,0,2381,5408,0,202140,480596,487272,54788,5366,10225,0,3208,0,0,0,4884,0,0,0,0,2929,1913,"F2021_mz219.1749_rt1.21",578.666666666667,487272,840.608970672801,TRUE,14,1,2,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
2022,2.074,219.17499,"Unknown","[M+H]+","ion correlated with 2751; ion correlated with 2502; ion correlated with 395; ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1497; ion correlated with 1629; ion correlated with 1658; ion correlated with 797; ion correlated with 1838; ion correlated with 2911; ion correlated with 628; ion correlated with 1351; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2137; ion correlated with 2318; ion correlated with 2447; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 4919; ion correlated with 532; ion correlated with 2500; ion correlated with 3522; ion correlated with 3926; ion correlated with 2562; ion correlated with 2394; ion correlated with 56; ion correlated with 1140; ion correlated with 1167; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3941; ion correlated with 5039; ion correlated with 3509; ion correlated with 2347; ion correlated with 3824; ion correlated with 4118; ion correlated with 3777; ion correlated with 3997; ion correlated with 5027",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",25.69,1111,1628,0,0,390,0,0,6114,2035,3594,6361,2150,2280,231723,143965,167974,2600,0,0,2558,2040,0,0,0,0,1901,1557,0,"F2022_mz219.175_rt2.07",913,231723,253.527352297593,TRUE,15,1,3,"Fungal control-associated detection","RT >= 1 min","No MS/MS assignment","Unknown"
