"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
2217,1.02,234.13405,"Unknown","[M+H]+","ion correlated with 4033; ion correlated with 1504; ion correlated with 4175; ion correlated with 4289",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",76.06,30185,15298,16161,0,13135,13782,11035,80530,66248,42469,204053,262904,303204,60531,31615,44689,20797,10095,29006,45574,53845,27425,17605,24259,5513,21292,15740,10117,"F2217_mz234.1341_rt1.02",20548,303204,14.7552192320794,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2218,0.403,234.1452,"Unknown","[M+H]+","ion correlated with 1801; ion correlated with 3769; ion correlated with 1045",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",84.36,0,0,0,0,0,0,0,375053,484504,520336,136889,0,0,0,0,0,71251,113268,75529,245519,251752,307475,0,0,0,0,0,0,"F2218_mz234.1452_rt0.4",0,520336,520337,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2219,0.398,234.9617,"Unknown","[M+H]+","ion correlated with 1709; ion correlated with 2507",0.857,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3495.13,63455,0,0,0,1679353,1176036,1088032,1000084,901956,941091,778764,357109,343616,1427358,1560352,1661573,114065,187032,138075,460539,615389,504498,1269005,986688,1205686,4377987,3709936,3087156,"F2219_mz234.9617_rt0.4",21151.6666666667,4377987,206.970972926975,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2220,0.457,235.04063,"Unknown","[M+H]+","ion correlated with 2989; ion correlated with 2200; ion correlated with 1822; ion correlated with 2176; ion correlated with 851; ion correlated with 2266; ion correlated with 1942; ion correlated with 1323; ion correlated with 3203; ion correlated with 2488; ion correlated with 2738; ion correlated with 2771",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1212.45,0,0,0,0,4407,0,0,46252,0,0,0,17105,0,3005718,1908917,2885123,0,0,0,0,0,0,152904,82569,111290,0,0,0,"F2220_mz235.0406_rt0.46",0,3005718,3005719,TRUE,9,3,3,1,0,1,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
2221,0.419,235.05733,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",513.89,0,0,0,0,4407,0,0,653783,943412,995022,393259,11807,12812,361144,522861,290343,493513,715464,564212,1033076,1045909,835977,393628,428070,228850,0,0,0,"F2221_mz235.0573_rt0.42",0,1045909,1045910,TRUE,19,3,3,1,0,3,3,3,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2222,1.175,235.08717,"Unknown","[M+H]+",NA,0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",80.04,0,1795,0,0,2256,3153,1690,220337,110780,110816,51101,2721,10094,23880,12698,17160,38317,60216,44001,107697,107474,140967,0,3354,0,2419,4170,1857,"F2222_mz235.0872_rt1.18",598.333333333333,220337,367.638487208009,TRUE,22,3,1,3,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2223,0.486,235.09285,"Unknown","[M+H]+",NA,0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3339.32,0,0,0,0,17575520,19496868,17050180,1876413,1244436,979404,1066565,1226219,1203632,0,0,0,356594,572748,353427,681240,756288,871477,11488,12738,14410,6598991,6911079,10767174,"F2223_mz235.0928_rt0.49",0,19496868,19496869,TRUE,21,0,3,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2224,0.807,235.11928,"Unknown","[M+H]+","similar chromatogram in higher mz_3211",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",497.58,14206,13450,23071,0,17700,21629,16630,8334792,9861580,8851221,8589303,3591812,3754714,0,0,0,961639,1895873,1179482,3803214,6521236,6204991,0,17741,0,24896,19335,15883,"F2224_mz235.1193_rt0.81",16909,9861580,583.18042578356,TRUE,19,0,1,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2225,0.975,235.14444,"Unknown","[M+H]+",NA,0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",119.42,364510,137932,94854,0,87971,58203,20209,105870,110485,74450,135407,125757,137575,524599,77745,4562506,101992,51795,83859,101954,111110,97183,181809,132330,124203,57263,82152,46412,"F2225_mz235.1444_rt0.98",199098.666666667,4562506,22.9156938149905,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2227,0.46,235.16563,"Unknown","[M+H]+",NA,0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3462.53,67861,17334,15042,0,20453,2315,19431,35340176,32591532,20825550,46832556,41692708,48322188,0,0,0,28358958,35324592,32631662,35366952,38238692,35597776,0,0,0,13420,12379,12219,"F2227_mz235.1656_rt0.46",33412.3333333333,48322188,1446.19480247406,TRUE,18,0,0,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2228,1.013,235.67072,"Unknown","[M+H]+","ion correlated with 4397; ion correlated with 4036; ion correlated with 3721; ion correlated with 4302; ion correlated with 2515; ion correlated with 4238; ion correlated with 2432; ion correlated with 3269; ion correlated with 1960; ion correlated with 2639; ion correlated with 4125; ion correlated with 3155; ion correlated with 4150; ion correlated with 4138; ion correlated with 1750; ion correlated with 4178; ion correlated with 3776; ion correlated with 3453; ion correlated with 3174; ion correlated with 3629; ion correlated with 4585; ion correlated with 3921",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4829.04,0,0,0,0,0,1821,0,197783,337570,307718,63016,0,0,0,0,0,30185,65550,34041,143357,215222,247062,0,0,0,0,0,0,"F2228_mz235.6707_rt1.01",0,337570,337571,TRUE,11,0,0,1,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2229,1.469,235.95721,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",56.64,0,0,0,0,0,0,0,0,0,0,113632,44199,44366,0,0,0,0,8029,6872,0,4194,0,0,0,0,0,0,0,"F2229_mz235.9572_rt1.47",0,113632,113633,TRUE,6,0,0,0,0,0,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2230,1.015,236.09218,"Unknown","[M+H]+","ion correlated with 2944",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",192.35,0,0,0,0,0,0,0,768263,176846,86615,121409,496701,629708,0,0,0,95275,133900,74585,181179,176520,216191,0,0,0,1684,0,0,"F2230_mz236.0922_rt1.01",0,768263,768264,TRUE,13,0,0,0,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2231,0.521,236.1049,"Unknown","[M+H]+","ion correlated with 2176; ion correlated with 2202",0.214,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",7038.67,163971,33108,35810,0,1416054,1551399,1435407,246959,153510,60028,278649,26597,0,42394868,24674878,40880700,0,0,0,0,51790,38954,1531506,1880924,580986,506056,506232,826514,"F2231_mz236.1049_rt0.52",77629.6666666667,42394868,546.109814849802,TRUE,19,3,3,3,3,3,2,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2232,0.748,236.1049,"Unknown","[M+H]+",NA,0.286,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",482.26,95875,25589,23694,0,25926,23023,21260,276671,241673,329781,424638,260245,268239,5307670,5161317,8688693,0,42120,26222,121800,201433,254240,40154,16506,0,27732,24774,28046,"F2232_mz236.1049_rt0.75",48386,8688693,179.56670180007,TRUE,22,3,2,3,3,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2233,0.912,236.10497,"Unknown","[M+H]+",NA,0.607,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2064.43,78784,21277,24300,0,17480,25783,14982,631579,386396,325190,291386,89049,361794,57382404,32497378,51021704,404517,747060,463172,830290,917993,787224,1630245,1756954,906285,19522,20223,19560,"F2233_mz236.105_rt0.91",41453.6666666667,57382404,1384.22063458879,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2234,1.324,236.12836,"Unknown","[M+H]+",NA,0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.68,0,0,0,0,0,0,1700,447737,444703,436724,321336,60832,80256,0,0,0,62808,120890,73969,200041,312487,326738,2810,0,0,0,708,0,"F2234_mz236.1284_rt1.32",0,447737,447738,TRUE,15,0,1,1,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2235,1.146,236.1649,"Unknown","[M+H]+","ion correlated with 1539",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.31,49038,45656,42435,0,35858,41536,39404,165737,164451,165076,234356,216777,197031,42454,58550,56599,56740,67849,33539,96488,135157,127740,56921,56420,52051,37273,38300,33313,"F2235_mz236.1649_rt1.15",45709.6666666667,234356,5.12696525974973,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2236,0.677,236.17593,"Unknown","[M+H]+","ion correlated with 5146; ion correlated with 4364",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",41.89,44239,6559,2381,0,6800,0,9462,363021,313413,395188,261443,0,22659,0,0,0,29172,45120,23816,143623,188377,229911,0,0,0,20760,23099,23659,"F2236_mz236.1759_rt0.68",17726.3333333333,395188,22.2926366063706,TRUE,16,0,0,2,3,3,3,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2237,0.912,236.64764,"Unknown","[M+H]+","ion correlated with 4044; ion correlated with 90; ion correlated with 4194; ion correlated with 2328; ion correlated with 999; ion correlated with 2055; ion correlated with 4252; ion correlated with 1933; ion correlated with 845; ion correlated with 4397; ion correlated with 3721; ion correlated with 4302; ion correlated with 2515; ion correlated with 4005; ion correlated with 2432",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4051.51,0,0,0,0,0,0,0,163035,218463,267166,47929,12469,0,0,0,0,39925,16984,27252,147393,178408,240988,0,0,0,0,2392,0,"F2237_mz236.6476_rt0.91",0,267166,267167,TRUE,12,0,0,0,1,3,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2238,0.413,236.90521,"Unknown","[M+H]+","ion correlated with 2220",0.714,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",197.67,24512,9968,10640,0,281496,229587,322699,231738,256502,259832,276488,238364,229082,1573080,1374656,1865463,98702,147454,122734,182734,238960,258500,223175,248284,612439,337757,271891,299790,"F2238_mz236.9052_rt0.41",15040,1865463,124.025264277641,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2239,0.399,236.95926,"Unknown","[M+H]+",NA,0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",211.99,8606,0,2324,0,200049,159499,152055,140519,116396,135738,96413,46564,49086,178893,226644,233020,13576,18569,16730,59060,81395,45845,212108,122789,164240,555256,511185,483083,"F2239_mz236.9593_rt0.4",3643.33333333333,555256,152.361748833806,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2241,0.405,237.07001,"Unknown","[M+H]+","ion correlated with 2737; ion correlated with 3590; ion correlated with 2967; ion correlated with 1965",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",65.62,0,0,0,0,0,0,0,179790,210748,247165,125965,0,0,9039,0,0,96032,133869,136297,185385,219861,189167,0,0,0,0,0,0,"F2241_mz237.07_rt0.41",0,247165,247166,TRUE,11,1,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2243,0.91,237.08736,"Unknown","[M+H]+","ion correlated with 824; ion correlated with 1911; ion correlated with 1867",0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",138.51,0,0,0,0,2127,0,4142,771789,845753,898490,1333730,1307994,1197322,140585,135006,120702,271310,396199,267286,581782,471038,529360,0,0,8344,2913,15605,3995,"F2243_mz237.0874_rt0.91",0,1333730,1333731,TRUE,21,3,1,2,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2244,1.418,237.12352,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",21.97,0,5749,0,0,3639,1916,1898,125990,115484,121034,112194,39165,39391,2790,0,0,20766,27109,17149,59843,90836,83007,3762,3649,6200,3548,4507,3173,"F2244_mz237.1235_rt1.42",1916.33333333333,125990,65.711578581363,TRUE,22,1,3,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2245,0.989,237.12372,"Unknown","[M+H]+","ion correlated with 2620",0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",204.41,0,13517,16325,0,10676,16782,14282,1861706,2068658,2051041,1050760,746192,765438,95317,75698,82868,361116,603615,417286,1172584,1505980,1619744,17255,31016,82874,9123,9221,9043,"F2245_mz237.1237_rt0.99",9947.33333333333,2068658,207.940257999665,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2246,0.821,237.13503,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",161.22,0,12756,13023,0,14817,19819,16393,659179,1116548,791379,576139,540166,140076,0,0,0,59848,67083,12866,172926,666153,762124,0,16087,0,12834,11376,16501,"F2246_mz237.135_rt0.82",8593,1116548,129.921922271352,TRUE,19,0,1,3,3,3,3,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2247,1.584,237.18524,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",102.13,0,1824,2455,0,0,0,0,2454,2028,3228,299317,749357,610311,6990,0,0,2226,3879,5451,2626,2835,4453,0,4096,3837,1906,1436,1421,"F2247_mz237.1852_rt1.58",1426.33333333333,749357,525.005604857543,TRUE,18,1,2,0,3,3,3,3,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2248,0.924,237.65022,"Unknown","[M+H]+","ion correlated with 3552; ion correlated with 1859; ion correlated with 971; ion correlated with 3473; ion correlated with 4524; ion correlated with 3798; ion correlated with 3931; ion correlated with 4054; ion correlated with 601; ion correlated with 1545; ion correlated with 3614; ion correlated with 1814; ion correlated with 3501; ion correlated with 647; ion correlated with 3806; ion correlated with 3443; ion correlated with 2688; ion correlated with 4036; ion correlated with 3721; ion correlated with 3465; ion correlated with 2432; ion correlated with 3269; ion correlated with 3920; ion correlated with 4312",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",7060.45,0,0,0,0,0,0,0,367038,595759,518022,110420,0,8838,0,0,0,91292,99218,48054,178813,350485,350620,0,0,0,0,2028,2745,"F2248_mz237.6502_rt0.92",0,595759,595760,TRUE,13,0,0,0,2,3,3,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2249,0.845,237.99579,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.79,7085,0,0,0,0,0,0,0,0,0,0,12546,11481,26483,25845,0,56881,31868,89799,34276,28828,18912,147090,98032,122258,0,3826,0,"F2249_mz237.9958_rt0.84",2361.66666666667,147090,62.256348758465,TRUE,14,2,3,0,1,0,3,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2250,1.037,238.07152,"Unknown","[M+H]+","ion correlated with 3013; ion correlated with 1436; similar chromatogram in higher mz_2351",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",160.73,0,0,0,0,0,0,0,641817,275420,182688,252313,1093893,1065118,0,0,0,118438,167976,125469,219750,273957,241945,0,0,0,0,0,0,"F2250_mz238.0715_rt1.04",0,1093893,1093894,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2251,0.746,238.07153,"Unknown","[M+H]+","ion correlated with 2483; ion correlated with 3265",0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",224.7,0,0,0,0,0,0,0,1132022,388337,261869,468539,1716486,1880941,0,0,0,19534,75098,52123,180222,238015,241181,0,0,0,0,0,0,"F2251_mz238.0715_rt0.75",0,1880941,1880942,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2252,0.455,238.09259,"Unknown","[M+H]+","ion correlated with 2409; ion correlated with 2026; ion correlated with 3221; ion correlated with 2588; ion correlated with 2539",0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",158.65,0,3273,4470,0,12692,9581,11447,1278040,476550,349696,608175,1438276,1412808,0,31351,0,228751,279281,203141,427167,403393,438583,12009,19172,31876,6277,1108,15639,"F2252_mz238.0926_rt0.46",2581,1438276,557.039891556933,TRUE,22,1,3,3,3,3,3,3,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2253,1.084,238.10786,"Unknown","[M+H]+","ion correlated with 1578; ion correlated with 1606; ion correlated with 2587; ion correlated with 1306; ion correlated with 2418; ion correlated with 523",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",250.05,0,0,2388,0,0,0,0,104483,88975,82507,469795,1966290,1767877,0,0,0,32179,52610,41455,61279,93554,84719,6009,0,9879,0,0,0,"F2253_mz238.1079_rt1.08",796,1966290,2467.11543287327,TRUE,14,0,2,0,0,3,3,3,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
2254,1.188,238.10791,"Unknown","[M+H]+","similar chromatogram in higher mz_2946; similar chromatogram in higher mz_3235",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",130.19,0,0,0,0,1732,0,0,332005,347304,350462,807481,590465,1221583,0,5295,0,74916,119199,86334,181690,259389,297318,0,0,0,0,1928,1468,"F2254_mz238.1079_rt1.19",0,1221583,1221584,TRUE,16,1,0,1,2,3,3,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2255,0.98,238.10797,"Unknown","[M+H]+","ion correlated with 928; ion correlated with 1797; ion correlated with 4009; ion correlated with 1916; ion correlated with 1499; ion correlated with 2123",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",44.84,0,0,0,0,0,0,0,344497,385436,358230,589277,798080,699006,12021,9440,10016,102492,155672,105648,244428,251100,318340,0,0,0,2582,3753,0,"F2255_mz238.108_rt0.98",0,798080,798081,TRUE,17,3,0,0,2,3,3,3,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2256,1.579,238.13422,"Unknown","[M+H]+",NA,0.25,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.89,32390,28875,32514,0,28658,28972,27134,290315,294135,317737,192886,61034,68752,30882,34706,35060,81448,105611,75626,165437,255586,227486,27410,30058,33788,34399,28920,31402,"F2256_mz238.1342_rt1.58",31259.6666666667,317737,10.1641466379476,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2257,1.828,238.14426,"Unknown","[M+H]+",NA,0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35.76,0,0,0,0,0,0,0,0,0,2847,32858,257620,241880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F2257_mz238.1443_rt1.83",0,257620,257621,TRUE,4,0,0,0,0,1,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2260,0.924,238.64001,"Unknown","[M+H]+","ion correlated with 4616",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2785.09,0,0,0,0,2162,0,0,38756,171597,99515,48744,9336,0,0,0,0,20528,35283,0,47861,120150,74546,0,0,0,0,0,0,"F2260_mz238.64_rt0.92",0,171597,171598,TRUE,11,0,0,1,0,3,3,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
2261,0.418,238.90303,"Unknown","[M+H]+",NA,0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2374.34,0,0,0,0,69286,64962,52029,72827,67317,64343,60387,46526,56208,470968,390626,526774,14324,20597,26208,47143,61688,62504,73559,86420,164225,170194,171034,97542,"F2261_mz238.903_rt0.42",0,526774,526775,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
2263,0.538,239.05095,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",45.05,10288,0,0,0,0,0,0,42059,120489,84338,0,0,0,0,0,0,0,65007,0,41947,139218,105694,0,0,0,0,0,0,"F2263_mz239.051_rt0.54",3429.33333333333,139218,40.5846856476533,TRUE,7,0,0,0,0,3,3,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
2264,0.907,239.1031,"Unknown","[M+H]+","ion correlated with 47; ion correlated with 2643; ion correlated with 818; ion correlated with 4011; ion correlated with 2204; ion correlated with 3312; ion correlated with 2963; ion correlated with 3334; ion correlated with 1273; ion correlated with 2802; ion correlated with 2829; ion correlated with 3902; ion correlated with 3778; ion correlated with 3743; ion correlated with 1446",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",124.11,0,0,0,0,0,0,2212,975565,1228289,1094025,496694,226948,217928,169210,137996,182440,355862,485994,291722,731852,1102704,1071862,0,0,0,2355,0,0,"F2264_mz239.1031_rt0.91",0,1228289,1228290,TRUE,17,3,0,1,1,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
2265,0.778,239.11275,"Unknown","[M+H]+","ion correlated with 2487; ion correlated with 2555; ion correlated with 2770",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",699.83,0,0,0,0,0,0,0,69278,45108,37142,92725,31010,96767,10059088,5588762,7069037,0,0,0,14696,42652,66622,14210,0,0,0,0,0,"F2265_mz239.1128_rt0.78",0,10059088,10059089,TRUE,13,3,1,0,0,3,3,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
