"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_detected_n","root_detected_n","exudate_detected_n","soil_detected_n","leaf_present","root_present","exudate_present","soil_present","plant_pattern","RT_flag","MSMS_flag","annotation_flag","plant_candidate_class","leaf_mean_raw","root_mean_raw","exudate_mean_raw","soil_mean_raw"
738,1.025,131.04933,"Unknown","[M+H]+","ion correlated with 1188; found in higher mz's MsMs_1188; found in higher mz's MsMs_4658; found in higher mz's MsMs_3780; found in higher mz's MsMs_4759",0.179,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",149.66,4195,0,0,0,1632,0,1495,51586,47997,53294,24802,5335,0,2560840,1534022,1822079,1588,0,0,35930,32065,45323,1902173,454072,676762,0,0,0,"F738_mz131.0493_rt1.02",1398.33333333333,2560840,1830.04359218676,TRUE,17,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",1972313.66666667,1011002.33333333,1042.33333333333,0
1593,2.145,191.10687,"Unknown","[M+H]+","similar chromatogram in higher mz_3297",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.22,0,1608,0,0,1210,0,2254,0,0,2148,0,0,0,768955,344813,7103,1843,0,0,0,0,0,3184,0,17146,0,0,1613,"F1593_mz191.1069_rt2.14",536,768955,1431.947858473,TRUE,10,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",373623.666666667,6776.66666666667,1154.66666666667,537.666666666667
3063,2.275,298.27448,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",296.02,0,3047,0,0,2769,1448,2282,0,1822,1986,2788,7068,2175,70034,40214,55322,1932,2614,1758,57556,2189,2517,1226577,1162579,1007627,0,0,0,"F3063_mz298.2745_rt2.28",1015.66666666667,1226577,1206.47016393443,TRUE,20,3,3,3,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",55190,1132261,2166.33333333333,0
2033,0.45,221.02493,"Unknown","[M+H]+",NA,0.571,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",302.13,6169,0,2566,0,0,3023,3262,2237930,2494256,2856517,1130828,132833,109200,1648529,1256290,1970169,437238,676875,643693,1008154,1378278,1448195,1121335,1242090,2111523,0,0,0,"F2033_mz221.0249_rt0.45",2911.66666666667,2856517,980.722590981918,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",1624996,1491649.33333333,2095,0
2891,0.992,286.17642,"Unknown","[M+H]+","ion correlated with 2802; ion correlated with 2829; ion correlated with 3778; ion correlated with 1446; ion correlated with 3785; ion correlated with 916; ion correlated with 3477; ion correlated with 3132; ion correlated with 2444; ion correlated with 3393; ion correlated with 2926; ion correlated with 1544; ion correlated with 3091; ion correlated with 3432; ion correlated with 3627; ion correlated with 1392; ion correlated with 3786; ion correlated with 3587",0.393,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",215.99,0,2092,2037,0,5677,1944,0,1028560,1317206,1297883,399332,181900,99120,0,11151,18256,201383,320878,176230,540577,806597,817507,0,6936,9234,0,0,0,"F2891_mz286.1764_rt0.99",1376.33333333333,1317206,956.345837366893,TRUE,18,2,2,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",9802.33333333333,5390,2540.33333333333,0
213,0.394,89.1075,"Unknown","[M+H]+","ion correlated with 64",0.464,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",255.17,15476,3444,0,0,2076,0,2367,1441826,1549394,1607469,356539,107018,80601,5369016,2304540,3881348,120934,442096,168138,1176936,1718040,1666140,32386,229053,170782,0,0,0,"F213_mz89.1075_rt0.39",6306.66666666667,5369016,851.189082069439,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",3851634.66666667,144073.666666667,1481,0
1382,0.506,176.00853,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",200.27,0,3011,3094,0,6133,15042,14206,46747,167816,156384,393175,583861,652749,323661,569895,326383,654634,537449,613090,437172,256726,307655,1262424,842810,1073061,0,0,5881,"F1382_mz176.0085_rt0.51",2035,1262424,620.051571709234,TRUE,22,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",406646.333333333,1059431.66666667,11793.6666666667,1960.33333333333
5135,8.962,778.54663,"Unknown","[M+H]+","ion correlated with 4885; ion correlated with 5121; ion correlated with 4822; ion correlated with 5153; ion correlated with 5126",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",112.34,0,3564,0,0,0,2409,2543,2430,6065,2666,1834,2336,2122,579451,458930,456833,3694,2156,0,3047,0,817,7770,5997,9082,1462,0,0,"F5135_mz778.5466_rt8.96",1188,579451,487.343986543314,TRUE,19,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",498404.666666667,7616.33333333333,1650.66666666667,487.333333333333
2801,1.182,279.13461,"Unknown","[M+H]+","ion correlated with 1097; ion correlated with 2369; ion correlated with 2102",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",37.47,0,1811,2496,0,0,2370,1598,207997,188373,114985,292108,581258,527906,17536,14731,23732,28347,119296,24994,61600,93343,111222,8727,3356,3596,0,3509,0,"F2801_mz279.1346_rt1.18",1435.66666666667,581258,404.588631090487,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",18666.3333333333,5226.33333333333,1322.66666666667,1169.66666666667
1428,0.515,179.01741,"Unknown","[M+H]+",NA,0.536,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",125.48,7188,0,0,0,8860,8342,0,619313,540235,509372,665942,806976,935014,76078,293203,0,644498,679974,607178,681115,877004,601951,735249,549951,506093,0,0,0,"F1428_mz179.0174_rt0.52",2396,935014,390.077179808093,TRUE,19,2,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",123093.666666667,597097.666666667,5734,0
4963,9.061,660.30847,"Unknown","[M+H]+",NA,0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",67.96,0,1766,0,0,163319,3077,0,2484,3229,0,2045,1467,0,3664,4116,1636,0,172068,3776,0,1920,3338,0,190148,4237,0,1739,0,"F4963_mz660.3085_rt9.06",588.666666666667,190148,322.468626342566,TRUE,16,3,2,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",3138.66666666667,64795,55465.3333333333,579.666666666667
102,0.571,78.95152,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",153.1,0,2294,0,0,9410,18144,27823,0,95627,42929,85765,170406,141906,126704,63560,46426,55852,206930,92589,169799,153201,88817,52202,102226,175714,0,0,21494,"F102_mz78.9515_rt0.57",764.666666666667,206930,270.262516325642,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",78896.6666666667,110047.333333333,18459,7164.66666666667
2999,3.312,293.21149,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.71,0,2924,0,0,1898,1489,0,4397,5430,4288,2369,0,2286,52604,14905,9514,0,1918,1514,6363,2842,3801,232023,141072,122611,0,0,0,"F2999_mz293.2115_rt3.31",974.666666666667,232023,237.81072770755,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",25674.3333333333,165235.333333333,1129,0
5077,9.268,732.56293,"Unknown","[M+H]+",NA,0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",48.46,2205,0,0,0,1428,0,2768,2650,0,2359,1286,0,1639,171942,62183,105623,0,1559,1878,1328,0,1252,105755,77754,89426,0,0,1763,"F5077_mz732.5629_rt9.27",735,171942,233.618206521739,TRUE,17,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","MS/MS available","Unknown","Leaf + Root + Exudate; absent Soil",113249.333333333,90978.3333333333,1398.66666666667,587.666666666667
1230,0.425,166.06993,"Unknown","[M+H]+","ion correlated with 1759; ion correlated with 4169; ion correlated with 4259; ion correlated with 3095; ion correlated with 998; ion correlated with 1091; ion correlated with 4124; ion correlated with 2641; ion correlated with 3422",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35,0,0,5287,0,8951,0,3696,29650,6681,0,3913,19756,11737,204604,215840,356210,0,0,0,5449,12098,0,67465,46566,72710,0,0,0,"F1230_mz166.0699_rt0.42",1762.33333333333,356210,202.010018903592,TRUE,15,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",258884.666666667,62247,4215.66666666667,0
3262,1.447,313.23813,"Unknown","[M+H]+","ion correlated with 2784; ion correlated with 3809; ion correlated with 3877",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.81,3133,0,0,0,2293,1474,771,92839,83047,106616,30607,0,0,2369,0,2905,5265,19695,8555,48772,73111,66100,7825,17847,17244,0,0,1892,"F3262_mz313.2381_rt1.45",1044.33333333333,106616,101.993303571429,TRUE,19,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",1758,14305.3333333333,1512.66666666667,630.666666666667
30,0.528,65.99371,"Unknown","[M+H]+","found in higher mz's MsMs_135; found in higher mz's MsMs_1135",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",146.62,9493,0,0,0,0,10462,2687,165954,161300,142752,167834,217437,198495,170861,205973,140591,282680,178948,172272,158676,142122,140918,157962,227959,295440,0,0,0,"F30_mz65.9937_rt0.53",3164.33333333333,295440,93.3364574557708,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",172475,227120.333333333,4383,0
1045,0.425,151.95126,"Unknown","[M+H]+","ion correlated with 2218; ion correlated with 2737; ion correlated with 3590; ion correlated with 3769; ion correlated with 2967; ion correlated with 1965; ion correlated with 4401",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",115.84,6701,2607,4767,0,0,4441,4954,219762,360239,307975,114333,0,0,43976,40069,74213,113946,131008,113796,210077,274869,284172,15432,26701,13041,0,0,0,"F1045_mz151.9513_rt0.42",4691.66666666667,360239,76.7665861628072,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Very early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",52752.6666666667,18391.3333333333,3131.66666666667,0
4964,8.999,660.30945,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3266.38,0,8247,0,0,163319,0,2057,3876,2331,1970,0,2802,0,2649,2054,4165,0,172068,4005,3585,2498,3338,0,70147,6122,0,0,0,"F4964_mz660.3094_rt9",2749,172068,62.5705454545455,TRUE,16,3,2,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",2956,25423,55125.3333333333,0
1105,0.514,156.9825,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.22,25764,2729,1675,0,4082,5750,5489,0,0,0,31080,116846,39884,179742,254611,152973,243103,109320,178632,98153,82450,0,372121,266680,351056,0,0,8162,"F1105_mz156.9825_rt0.51",10056,372121,37.0012926319976,TRUE,18,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",195775.333333333,329952.333333333,5107,2720.66666666667
5090,9.699,739.71503,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.13,0,0,15081,0,104620,73266,17055,0,529,39998,0,200,61672,25256,644,0,0,36498,0,0,0,0,162200,46344,30796,59738,0,0,"F5090_mz739.715_rt9.7",5027,162200,32.2595465393795,TRUE,14,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","RT >= 1 min","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",8633.33333333333,79780,64980.3333333333,19912.6666666667
1876,0.598,209.96455,"Unknown","[M+H]+","ion correlated with 3120",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",100.76,74090,4801,0,0,2596,0,2498,45371,78138,24791,67067,161272,169076,33222,37238,33567,215575,244452,238378,153302,69799,105208,574080,581041,439579,0,0,2588,"F1876_mz209.9646_rt0.6",26297,581041,22.0945319035668,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate","Early RT","No MS/MS assignment","Unknown","Leaf + Root + Exudate; absent Soil",34675.6666666667,531566.666666667,1698,862.666666666667
2761,0.895,276.14478,"Unknown","[M+2H]2+","ion correlated with 3012; ion correlated with 3428",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",9089.63,0,0,0,0,2141,2488,0,20314368,7183862,4739026,11653951,51437868,48793800,0,0,0,504051,1045193,637976,1219148,1487634,1853257,0,0,0,0,0,0,"F2761_mz276.1448_rt0.9",0,51437868,51437869,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","MS/MS available","Unknown","Exudate only; absent Soil",0,0,1543,0
2790,0.488,278.12387,"Unknown","[M+H]+","ion correlated with 873; ion correlated with 2042; ion correlated with 2814",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1161.45,0,0,0,0,0,3710,3068,6188389,4549483,3612170,6044602,11255705,10573269,0,0,0,680653,1269215,942861,1506720,2243088,2079311,0,0,0,0,0,0,"F2790_mz278.1239_rt0.49",0,11255705,11255706,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","MS/MS available","Unknown","Exudate only; absent Soil",0,0,2259.33333333333,0
3021,0.453,295.11398,"Unknown","[M+H]+","ion correlated with 3541; ion correlated with 2026; ion correlated with 3221; ion correlated with 2572",0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",312.5,0,0,0,0,27750,30230,25626,3098236,1162135,559290,1292945,3041125,2967967,0,0,0,104214,165454,144553,177386,369926,173514,0,0,0,0,0,0,"F3021_mz295.114_rt0.45",0,3098236,3098237,TRUE,15,0,0,3,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,27868.6666666667,0
2437,1.131,252.12346,"Unknown","[M+H]+","ion correlated with 2194; ion correlated with 2707",0.143,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",126.62,0,0,0,0,1650,1596,0,297039,226313,202632,2344397,817148,610966,0,0,0,62667,78610,57965,131941,197777,203161,0,0,0,0,0,0,"F2437_mz252.1235_rt1.13",0,2344397,2344398,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","RT >= 1 min","MS/MS available","Unknown","Exudate only; absent Soil",0,0,1082,0
824,0.915,137.10757,"Unknown","[M+H]+","ion correlated with 1656; ion correlated with 2243; ion correlated with 1911; ion correlated with 1867; ion correlated with 2082",0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",126.29,0,0,0,0,1628,3182,0,964304,986211,834360,1282807,1268089,1097358,0,0,0,273688,387339,318544,563357,797728,805636,0,0,0,0,4917,0,"F824_mz137.1076_rt0.92",0,1282807,1282808,TRUE,15,0,0,2,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,1603.33333333333,1639
2799,1.158,279.07709,"Unknown","[M+H]+","ion correlated with 1519; ion correlated with 2619; ion correlated with 1003",0.071,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",99.86,0,0,0,0,0,1974,1798,0,4337,0,57999,1202614,1001095,0,0,0,0,0,0,4022,3308,4300,0,0,0,0,1514,0,"F2799_mz279.0771_rt1.16",0,1202614,1202615,TRUE,10,0,0,2,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","RT >= 1 min","MS/MS available","Unknown","Exudate only; absent Soil",0,0,1257.33333333333,504.666666666667
4996,0.49,684.25635,"Unknown","[M+H]+",NA,0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",379.13,0,0,0,0,11883,0,4673,709898,650970,498913,1037904,1108956,987153,0,0,0,856530,795430,949375,556155,677972,605717,0,0,0,0,0,0,"F4996_mz684.2564_rt0.49",0,1108956,1108957,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,5518.66666666667,0
916,0.967,143.11826,"Unknown","[M+H]+","ion correlated with 3651; ion correlated with 3312; ion correlated with 2963; ion correlated with 3025; ion correlated with 3806; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; ion correlated with 3381; ion correlated with 2829; ion correlated with 3778; ion correlated with 3900; ion correlated with 1446; ion correlated with 3785; ion correlated with 3477; ion correlated with 3132; ion correlated with 2444; ion correlated with 3393; ion correlated with 2891; ion correlated with 3913; ion correlated with 2926; ion correlated with 1544; ion correlated with 61; ion correlated with 761; ion correlated with 3432; ion correlated with 1392; ion correlated with 2672",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",84.17,0,0,0,0,3523,0,2352,738894,1093289,971036,314769,29895,10838,0,0,0,146017,296086,167388,624184,785753,828168,0,0,0,0,0,0,"F916_mz143.1183_rt0.97",0,1093289,1093290,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,1958.33333333333,0
2100,0.526,226.07153,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",43.8,0,0,0,0,4781,0,2793,200258,29664,66485,113621,202169,294542,0,0,0,0,0,0,80515,83907,74036,0,0,0,0,4181,0,"F2100_mz226.0715_rt0.53",0,294542,294543,TRUE,12,0,0,2,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,2524.66666666667,1393.66666666667
4737,0.417,546.82483,"Unknown","[M+H]+","ion correlated with 2334",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2965.04,0,0,0,0,28576,15271,14218,60971,36844,44807,102035,169890,172831,0,0,0,44790,54788,43418,69215,61654,58906,0,0,0,0,0,43666,"F4737_mz546.8248_rt0.42",0,172831,172832,TRUE,16,0,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,19355,14555.3333333333
3097,0.406,301.07391,"Unknown","[M+H]+",NA,0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35.67,0,0,0,0,6887,0,2096,137458,123782,168154,43244,0,6352,0,0,0,26911,46078,33088,109473,121717,124132,0,0,105810,0,0,0,"F3097_mz301.0739_rt0.41",0,168154,168155,TRUE,14,0,1,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,35270,2994.33333333333,0
4574,0.917,486.25491,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3211,0,0,0,0,2218,2724,2130,20424,86832,160550,46581,20378,9975,0,0,0,33056,42310,0,63510,54990,89296,0,0,0,0,0,2686,"F4574_mz486.2549_rt0.92",0,160550,160551,TRUE,15,0,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,2357.33333333333,895.333333333333
3487,0.447,332.87582,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",45.64,0,0,0,0,104964,123245,153007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50454,"F3487_mz332.8758_rt0.45",0,153007,153008,TRUE,4,0,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,127072,16818
4071,0.714,391.26581,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.92,0,0,0,0,2815,0,3455,17332,121483,83380,0,0,0,0,0,0,0,0,0,0,19072,0,0,0,0,0,0,0,"F4071_mz391.2658_rt0.71",0,121483,121484,TRUE,6,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,2090,0
4886,0.417,614.81177,"Unknown","[M+H]+","ion correlated with 4697",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1144.69,0,0,0,0,6815,0,11023,33174,26353,11965,59576,109764,119893,0,0,0,32186,26660,33290,22178,32386,24956,0,0,0,0,0,14588,"F4886_mz614.8118_rt0.42",0,119893,119894,TRUE,15,0,0,2,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,5946,4862.66666666667
4798,0.412,576.84515,"Unknown","[M+H]+","ion correlated with 4596; ion correlated with 4847",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2193.03,0,0,0,0,8628,27316,13868,0,11244,12594,58514,105528,113774,0,0,0,21476,18385,23523,15070,11645,25679,0,0,0,0,0,27602,"F4798_mz576.8452_rt0.41",0,113774,113775,TRUE,15,0,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,16604,9200.66666666667
4596,0.408,492.88248,"Unknown","[M+H]+","ion correlated with 4798",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2189.66,0,0,0,0,6451,32477,23153,17891,0,0,43966,96484,109483,0,0,0,16456,8985,14736,18286,12936,8471,0,0,0,0,0,34052,"F4596_mz492.8825_rt0.41",0,109483,109484,TRUE,14,0,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",0,0,20693.6666666667,11350.6666666667
4325,0.446,431.89243,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2006.8,0,0,0,0,73464,100340,89915,0,0,0,0,0,0,0,47697,0,0,0,0,0,0,0,0,0,0,0,0,27951,"F4325_mz431.8924_rt0.45",0,100340,100341,TRUE,5,1,0,3,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","No MS/MS assignment","Unknown","Exudate only; absent Soil",15899,0,87906.3333333333,9317
2017,0.782,219.13425,"Unknown","[M+H]+","ion correlated with 1376; ion correlated with 2929; ion correlated with 1006; ion correlated with 566; ion correlated with 2541; ion correlated with 1813; ion correlated with 618",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",519.85,0,2728,0,0,2170,0,4147,2752843,3902889,3246332,1131088,111636,124607,0,0,0,182192,426306,243676,1115461,2052929,2264532,0,0,0,0,0,0,"F2017_mz219.1343_rt0.78",909.333333333333,3902889,4287.31966312706,TRUE,14,0,0,2,0,FALSE,FALSE,TRUE,FALSE,"Exudate only","Early RT","MS/MS available","Unknown","Exudate only; absent Soil",0,0,2105.66666666667,0
1761,0.422,202.06894,"Unknown","[M+H]+","ion correlated with 2110; ion correlated with 3427",0.321,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",184.11,0,2682,0,0,982,9384,0,510894,323674,265533,675497,2233156,2189306,0,0,19655,147380,207031,182350,231807,203177,221219,0,0,0,0,0,12919,"F1761_mz202.0689_rt0.42",894,2233156,2495.14748603352,TRUE,16,1,0,2,1,FALSE,FALSE,TRUE,FALSE,"Exudate only","Very early RT","MS/MS available","Unknown","Exudate only; absent Soil",6551.66666666667,0,3455.33333333333,4306.33333333333
