"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_detected_n","root_detected_n","exudate_detected_n","soil_detected_n","leaf_present","root_present","exudate_present","soil_present","plant_pattern"
102,0.571,78.95152,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",153.1,0,2294,0,0,9410,18144,27823,0,95627,42929,85765,170406,141906,126704,63560,46426,55852,206930,92589,169799,153201,88817,52202,102226,175714,0,0,21494,"F102_mz78.9515_rt0.57",764.666666666667,206930,270.262516325642,TRUE,21,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1085,0.441,155.04285,"Unknown","[M+H]+","ion correlated with 93; ion correlated with 71; ion correlated with 4479; ion correlated with 4409",0.429,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",237.26,8711,20334,5237,0,11928,19102,24992,2376630,2703958,2362838,1421761,22639,19168,0,34083,0,1784982,2608626,2025942,2783139,2892060,2601550,217155,290349,170705,0,0,7531,"F1085_mz155.0428_rt0.44",11427.3333333333,2892060,253.060609596033,TRUE,20,1,3,3,1,FALSE,TRUE,TRUE,FALSE,"Root + Exudate"
2999,3.312,293.21149,"Unknown","[M+H]+",NA,0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.71,0,2924,0,0,1898,1489,0,4397,5430,4288,2369,0,2286,52604,14905,9514,0,1918,1514,6363,2842,3801,232023,141072,122611,0,0,0,"F2999_mz293.2115_rt3.31",974.666666666667,232023,237.81072770755,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
5077,9.268,732.56293,"Unknown","[M+H]+",NA,0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",48.46,2205,0,0,0,1428,0,2768,2650,0,2359,1286,0,1639,171942,62183,105623,0,1559,1878,1328,0,1252,105755,77754,89426,0,0,1763,"F5077_mz732.5629_rt9.27",735,171942,233.618206521739,TRUE,17,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1230,0.425,166.06993,"Unknown","[M+H]+","ion correlated with 1759; ion correlated with 4169; ion correlated with 4259; ion correlated with 3095; ion correlated with 998; ion correlated with 1091; ion correlated with 4124; ion correlated with 2641; ion correlated with 3422",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35,0,0,5287,0,8951,0,3696,29650,6681,0,3913,19756,11737,204604,215840,356210,0,0,0,5449,12098,0,67465,46566,72710,0,0,0,"F1230_mz166.0699_rt0.42",1762.33333333333,356210,202.010018903592,TRUE,15,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
3262,1.447,313.23813,"Unknown","[M+H]+","ion correlated with 2784; ion correlated with 3809; ion correlated with 3877",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.81,3133,0,0,0,2293,1474,771,92839,83047,106616,30607,0,0,2369,0,2905,5265,19695,8555,48772,73111,66100,7825,17847,17244,0,0,1892,"F3262_mz313.2381_rt1.45",1044.33333333333,106616,101.993303571429,TRUE,19,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
30,0.528,65.99371,"Unknown","[M+H]+","found in higher mz's MsMs_135; found in higher mz's MsMs_1135",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",146.62,9493,0,0,0,0,10462,2687,165954,161300,142752,167834,217437,198495,170861,205973,140591,282680,178948,172272,158676,142122,140918,157962,227959,295440,0,0,0,"F30_mz65.9937_rt0.53",3164.33333333333,295440,93.3364574557708,TRUE,20,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1045,0.425,151.95126,"Unknown","[M+H]+","ion correlated with 2218; ion correlated with 2737; ion correlated with 3590; ion correlated with 3769; ion correlated with 2967; ion correlated with 1965; ion correlated with 4401",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",115.84,6701,2607,4767,0,0,4441,4954,219762,360239,307975,114333,0,0,43976,40069,74213,113946,131008,113796,210077,274869,284172,15432,26701,13041,0,0,0,"F1045_mz151.9513_rt0.42",4691.66666666667,360239,76.7665861628072,TRUE,18,3,3,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
4964,8.999,660.30945,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",3266.38,0,8247,0,0,163319,0,2057,3876,2331,1970,0,2802,0,2649,2054,4165,0,172068,4005,3585,2498,3338,0,70147,6122,0,0,0,"F4964_mz660.3094_rt9",2749,172068,62.5705454545455,TRUE,16,3,2,2,0,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1105,0.514,156.9825,"Unknown","[M+H]+",NA,0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.22,25764,2729,1675,0,4082,5750,5489,0,0,0,31080,116846,39884,179742,254611,152973,243103,109320,178632,98153,82450,0,372121,266680,351056,0,0,8162,"F1105_mz156.9825_rt0.51",10056,372121,37.0012926319976,TRUE,18,3,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
5090,9.699,739.71503,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.13,0,0,15081,0,104620,73266,17055,0,529,39998,0,200,61672,25256,644,0,0,36498,0,0,0,0,162200,46344,30796,59738,0,0,"F5090_mz739.715_rt9.7",5027,162200,32.2595465393795,TRUE,14,2,3,3,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
1876,0.598,209.96455,"Unknown","[M+H]+","ion correlated with 3120",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",100.76,74090,4801,0,0,2596,0,2498,45371,78138,24791,67067,161272,169076,33222,37238,33567,215575,244452,238378,153302,69799,105208,574080,581041,439579,0,0,2588,"F1876_mz209.9646_rt0.6",26297,581041,22.0945319035668,TRUE,21,3,3,2,1,TRUE,TRUE,TRUE,FALSE,"Leaf + Root + Exudate"
5091,9.703,739.74512,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",26.46,79128,0,0,0,17666,2387,53767,0,0,738,0,1771,1539,0,0,0,0,138137,9442,77185,0,0,133201,62880,0,0,0,574,"F5091_mz739.7451_rt9.7",26376,138137,5.23706259241005,TRUE,12,0,2,3,1,FALSE,TRUE,TRUE,FALSE,"Root + Exudate"
