"feature_name","RT","mz","metabolite_name","adduct","formula","ontology","MSMS","RT_flag","blank_ratio","log2_fold_change","raw_p","FDR","evidence_tier","possible_standard"
"F88_mz74.9756_rt0.4",0.399,74.97564,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",148847,-1.3322410349194,0.0180389118615561,0.142950646930766,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F380_mz105.4921_rt0.38",0.385,105.4921,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",286721,-1.25732495649567,0.0198122345881227,0.152554206328545,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F244_mz95.044_rt0.39",0.393,95.04404,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",65.4345003899818,-1.34929619516567,0.0205850727025803,0.153774563215491,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F617_mz123.0405_rt0.39",0.391,123.0405,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",86.2093272842578,-1.3248407400005,0.0207073220119166,0.153774563215491,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2441_mz252.9188_rt0.45",0.447,252.91884,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",60.8329451225193,1.86494375306476,0.0215973591818569,0.156722198042166,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F563_mz118.9752_rt0.51",0.512,118.97524,"Unknown","[M+H]+","null","null",FALSE,"Early RT",5.09434214285449,1.85056325154719,0.0219649823522574,0.158559716355358,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F266_mz97.5118_rt0.4",0.396,97.51176,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",32.5018693442798,-2.68638212626382,0.0225358983351802,0.161003892229689,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1799_mz204.1236_rt0.67",0.668,204.12357,"Unknown","[M+H]+","null","null",FALSE,"Early RT",70.9571244556217,1.2412445835392,0.0229286005809542,0.16104173190857,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F69_mz73.532_rt0.38",0.383,73.53196,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",2560.68037480479,-1.11927367798897,0.0228535550272383,0.16104173190857,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F924_mz144.0481_rt0.92",0.924,144.04813,"Unknown","[M+H]+","null","null",TRUE,"Early RT",3129.28033188248,1.11850362768578,0.0230059617012242,0.16104173190857,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1822_mz206.0712_rt0.46",0.457,206.07124,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",239.912159671389,1.03266832178143,0.022668212504197,0.16104173190857,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F275_mz98.0138_rt0.4",0.398,98.01379,"Unknown","[M+2H]2+","null","null",FALSE,"Very early RT",293.323221262723,-1.50523193872025,0.0233395039295912,0.161994781956249,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F5_mz61.0076_rt0.38",0.38,61.00764,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",556.791380850918,-1.0752975107064,0.0249004765923411,0.168988626847224,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F4024_mz385.9019_rt0.4",0.399,385.90189,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",256927,-1.06300260285806,0.0248209979318673,0.168988626847224,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F329_mz102.034_rt0.39",0.394,102.03397,"Unknown","[M+2H]2+","null","null",TRUE,"Very early RT",57.4595242753041,-1.03353410413192,0.024994710320116,0.168988626847224,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F238_mz94.0452_rt0.39",0.39,94.04518,"Unknown","[M+H]2+","null","null",TRUE,"Very early RT",235.171331125084,-1.20125409479366,0.025228739147778,0.169742876013691,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F652_mz125.0379_rt0.39",0.389,125.03793,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",65.5434617196275,-1.29693103108727,0.0254002618677384,0.170071318592683,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1456_mz181.0263_rt0.88",0.875,181.02628,"Unknown","[M+H]+","null","null",FALSE,"Early RT",121.963519313305,-2.23034085321005,0.0260200654832234,0.17338370557571,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F559_mz118.1228_rt0.58",0.581,118.12277,"Unknown","[M+H]+","null","null",TRUE,"Early RT",86.2639708212261,-1.83318907846713,0.0268060728747203,0.176129722860362,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F512_mz116.0021_rt0.4",0.398,116.00211,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",57.541119895672,-1.04839543612945,0.0285350043635847,0.185678479098255,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F87_mz74.5306_rt0.38",0.379,74.53064,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",1348.39158767773,-1.09614035307256,0.0289747588065999,0.186786119562547,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F2786_mz277.9588_rt0.45",0.447,277.9588,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",158090,1.15309278071952,0.0311375358041377,0.19572989497308,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3675_mz349.8931_rt0.45",0.454,349.89313,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",236.593771868439,1.74122978874325,0.0319389632238331,0.197622334947468,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F586_mz120.5276_rt1",1.005,120.52757,"Unknown","[M+H]+","null","null",FALSE,"RT >= 1 min",11.5238268375928,-1.40612201121519,0.0331417018320381,0.202354179467863,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F31_mz65.9937_rt0.63",0.629,65.99371,"Unknown","[M+H]+","null","null",FALSE,"Early RT",238.17200119653,-1.40963808526244,0.0359925958513437,0.207469462178147,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F265_mz97.5117_rt0.59",0.587,97.51168,"Unknown","[M+H]+","null","null",FALSE,"Early RT",70.6117729502453,-1.40562562978617,0.0357477732935883,0.207469462178147,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F526_mz116.9772_rt0.51",0.511,116.97725,"Unknown","[M+H]+","null","null",TRUE,"Early RT",26.6035653650255,1.22178738705838,0.0360267125731069,0.207469462178147,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F4537_mz474.834_rt0.39",0.393,474.83395,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",377320,-1.12660823536674,0.0359994625779493,0.207469462178147,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F645_mz124.5001_rt0.4",0.398,124.50014,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",151996,-1.18856875750998,0.0364651751870297,0.207986554770466,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F883_mz141.0512_rt0.4",0.4,141.05124,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",9.12290755377852,-1.16143910280212,0.0376200178121695,0.209055438701001,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F3466_mz331.209_rt0.71",0.714,331.20905,"Unknown","[M+H]+","null","null",FALSE,"Early RT",30.3094559374491,2.13731396882541,0.0398823882894573,0.216228016024153,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F20_mz63.0041_rt0.38",0.379,63.00409,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",383.493389423077,-1.21368800509173,0.0399382194099447,0.216228016024153,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F179_mz86.0258_rt0.4",0.396,86.02583,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",171503,-1.12469185425295,0.039693640567645,0.216228016024153,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F5111_mz756.5501_rt9.7",9.699,756.55005,"Unknown","[M+H]+","null","null",FALSE,"RT >= 1 min",51.0555508582058,-1.9002669285634,0.0431013878030035,0.224580915394597,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F997_mz147.5162_rt0.41",0.405,147.51619,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",321469,-1.18796499358757,0.0442811584212586,0.226151869687148,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1162_mz161.0922_rt0.48",0.478,161.09222,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",298.89388315042,-1.12312630851101,0.0441497899681524,0.226151869687148,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1324_mz172.1334_rt0.86",0.857,172.13336,"Unknown","[M+H]+","null","null",TRUE,"Early RT",760.656998028724,-1.57696527711273,0.0458840921868525,0.22923171729109,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F990_mz147.0765_rt0.46",0.459,147.07654,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",55467.7497053045,1.2898468218185,0.0463094378365839,0.22923171729109,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F321_mz101.0034_rt0.52",0.517,101.00338,"Unknown","[M+H]+","null","null",TRUE,"Early RT",133.314266050249,-1.3936736060159,0.0477646457125219,0.233104925906885,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1004_mz148.0606_rt0.46",0.457,148.06058,"Unknown","[M+H]+","null","null",TRUE,"Very early RT",22656.781440344,1.03641701862911,0.048067464882433,0.23375967132299,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
"F1213_mz165.007_rt0.4",0.395,165.00699,"Unknown","[M+H]+","null","null",FALSE,"Very early RT",219.412810601877,-2.98995561140998,0.0487468474433317,0.235411604726334,"Tier 3: exploratory + >=2-fold","Identification needed first"
"F1477_mz182.0814_rt0.84",0.838,182.08145,"Unknown","[M+H]+","null","null",TRUE,"Early RT",14505.454368691,1.20857697617907,0.049784391009142,0.235423795162194,"Tier 3: exploratory + >=2-fold","Unknown feature - investigate MS/MS"
